Partido,Fecha,ZonaL,Local,GolL,GolV,Visitante,ZonaV
1,28,A,Chacarita,0,0,Arsenal,A
2,28,A,Guemes (SdE),0,0,Alvarado MdP,A
3,28,A,Gimnasia (J),0,0,Racing (C),A
4,28,A,Dep Maipú,0,0,Patronato,A
5,28,A,Ferro,0,0,Tristán Suárez,A
6,28,A,San Miguel,0,0,All Boys,A
7,28,A,Quilmes,0,0,Agropecuario,A
8,28,A,Talleres (RdE),0,0,Brown (PM),A
9,28,A,Estudiantes (BA),0,0,San Martin (SJ),A
10,28,B,Aldosivi,0,0,Mitre (SdE),B
11,28,B,Estudiantes (RC),0,0,Gimnasia (S),B
12,28,B,Colón,0,0,Gimnasia (M),B
13,28,B,Alte Brown,0,0,Nueva Chicago,B
14,28,B,Atlanta,0,0,Dep Morón,B
15,28,B,Def Unidos,0,0,Temperley,B
16,28,B,Dep Madryn,0,0,Brown (A),B
17,28,B,Atl Rafaela,0,0,Almagro,B
18,28,B,San Telmo,0,0,Def Belgrano,B
19,28,B,Chaco For Ever,0,0,San Martin (T),A
