Partido,Fecha,ZonaL,Local,GolL,GolV,Visitante,ZonaV
1,15,A,Agropecuario,0,0,San Martin (SJ),A
2,15,A,Dep Maipú,0,0,Ferro,A
3,15,A,Gimnasia (J),0,0,San Miguel,A
4,15,A,Guemes (SdE),0,0,Quilmes,A
5,15,A,Alvarado MdP,0,0,Talleres (RdE),A
6,15,A,Racing (C),0,0,Estudiantes (BA),A
7,15,A,Patronato,0,0,Chacarita,A
8,15,A,Tristán Suárez,0,0,San Martin (T),A
9,15,A,All Boys,0,0,Arsenal,A
10,15,B,Nueva Chicago,0,0,Gimnasia (M),B
11,15,B,Dep Morón,0,0,Gimnasia (S),B
12,15,B,Temperley,0,0,Mitre (SdE),B
13,15,B,Brown (A),0,0,Aldosivi,B
14,15,B,Almagro,0,0,Estudiantes (RC),B
15,15,B,Def Belgrano,0,0,Colón,B
16,15,B,Chaco For Ever,0,0,Alte Brown,B
17,15,B,San Telmo,0,0,Atlanta,B
18,15,B,Atl Rafaela,0,0,Def Unidos,B
19,15,A,Brown (PM),0,0,Dep Madryn,B
