Partido,Fecha,ZonaL,Local,GolL,GolV,Visitante,ZonaV
1,10,A,Gimnasia (J),0,0,Alvarado MdP,A
2,10,A,San Martin (T),0,0,Arsenal,A
3,10,A,Chacarita,0,0,San Martin (SJ),A
4,10,A,Estudiantes (BA),0,0,Brown (PM),A
5,10,A,Talleres (RdE),0,0,Agropecuario,A
6,10,A,Quilmes,0,0,All Boys,A
7,10,A,San Miguel,0,0,Tristán Suárez,A
8,10,A,Ferro,0,0,Patronato,A
9,10,A,Dep Maipú,0,0,Racing (C),A
10,10,B,Aldosivi,0,0,Gimnasia (S),B
11,10,B,San Telmo,0,0,Chaco For Ever,B
12,10,B,Atl Rafaela,0,0,Def Belgrano,B
13,10,B,Dep Madryn,0,0,Almagro,B
14,10,B,Def Unidos,0,0,Brown (A),B
15,10,B,Atlanta,0,0,Temperley,B
16,10,B,Alte Brown,0,0,Dep Morón,B
17,10,B,Colón,1,0,Nueva Chicago,B
18,10,B,Estudiantes (RC),0,0,Gimnasia (M),B
19,10,B,Mitre (SdE),0,0,Guemes (SdE),A
