Partido,Fecha,ZonaL,Local,GolL,GolV,Visitante,ZonaV
1,31,A,Guemes (SdE),0,0,Dep Maipú,A
2,31,A,San Martin (SJ),0,0,Arsenal,A
3,31,A,Brown (PM),0,0,San Martin (T),A
4,31,A,Agropecuario,0,0,Chacarita,A
5,31,A,All Boys,0,0,Estudiantes (BA),A
6,31,A,Tristán Suárez,0,0,Talleres (RdE),A
7,31,A,Patronato,0,0,Quilmes,A
8,31,A,Racing (C),0,0,San Miguel,A
9,31,A,Alvarado MdP,0,0,Ferro,A
10,31,B,San Telmo,0,0,Atl Rafaela,B
11,31,B,Chaco For Ever,0,0,Dep Madryn,B
12,31,B,Def Belgrano,0,0,Def Unidos,B
13,31,B,Almagro,0,0,Atlanta,B
14,31,B,Brown (A),0,0,Alte Brown,B
15,31,B,Temperley,0,0,Colón,B
16,31,B,Dep Morón,0,0,Estudiantes (RC),B
17,31,B,Nueva Chicago,0,0,Aldosivi,B
18,31,B,Gimnasia (M),0,0,Mitre (SdE),B
19,31,A,Gimnasia (J),0,0,Gimnasia (S),B
